LS01A1,LS01D,LS02A1,LS02C1,LS02D,LS03A2,LS03D,LS04A,LS04C,LS04D,LS05A1,LS05C,LS05D,LS06A2,LS06C,LS06D,LS07A,LS07D,LS08A,LS08C,LS08D,LS09A,LS09C,LS09D,LS10A,LS10C,LS10D,LS11A1,LS11C,LS11D,LS12A1,LS12C,LS13A1,LS13D,LS14A1,LS14C,LS15A1,LS15C,LS15D,LS16B,LS16C,LS16D,LS17A,LS17C,LS17D,LS18A1,LS18C,LS18D,LS19A1,LS19C,LS19D,LS20A1,LS20D,LS21D,LS22A1,LS22C,LS22D,LS23A,LS23C,LS24B,LS24C,LS24D,LS25A1,LS25C,LS25D,LS26B,LS26C,LS26D,LS27A,LS27C,LS27D
14209,30173,10305,0,2209,5428,2365,0,0,0,805,0,710504,20308,0,475060,0,0,7609,0,0,0,0,0,0,0,9116,1599,0,76987,16700,0,117,0,0,0,0,0,218056,0,0,0,0,0,0,0,0,0,0,0,0,253908,87876,0,0,0,0,177443,6113,11026,0,275152,0,0,5309,1142572,125474,0,15298,0,2044
0,0,2524,0,0,93,0,0,0,0,0,0,1927,5965,0,0,0,0,82,0,0,916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21007,0,0,0,0,0,0,0,0,0,0,0,1978,1067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32306,0,0,0
0,0,2170,0,7671,0,0,0,0,0,0,0,62676,95,0,0,0,0,94,0,0,9046,0,840,308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14822,0,0,0,0,0,0,0,0,0,0,8110,0,0,0,0,0,0
331,864,973,0,4301,56,1725,894,0,1096,0,0,0,0,0,0,0,0,1083,0,0,1451,0,5935,0,0,891,2256,0,184729,6431,0,2116,2035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6943,0,0,0,10076,0,0,0,0,215,0,323,0,0,0,0,0,0
4929,28076,47908,0,5043,126197,113467,71078,9600,0,552,10706,153438,45282,5087,347263,0,0,6304,44045,713,15129,12694,8825,13453,284049,19585,25819,0,187826,40101,120328,10086,4512,0,43183,0,0,453220,63824,5973,0,0,3700,0,16053,119433,8763,0,0,0,62563,133163,9368,0,28889,0,0,14474,22130,9537,125666,60539,91563,59550,10763,734,24101,0,37149,50530
8677,0,0,0,0,1074,0,38830,0,10676,0,0,8124,3316,0,34748,0,0,0,0,0,24944,2601,0,152260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9803,0,0,0,31184,0,0,0,0,0,0,18119,0,0,11825,0,0,0
29875,39483,3689,0,17414,6472,116413,59766,17263,46182,4024,5017,146588,12664,0,58385,0,0,39414,1298,1141,18284,200,3087,45023,0,165621,0,0,51396,1487,2139,5618,1774,0,35322,0,0,298436,1391,0,0,0,0,0,0,0,8815,0,0,0,12070,183,50203,0,0,4830,7754,2906,94951,850,8067,1249741,0,273566,0,0,4944,0,0,2187
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8773,0,0,0,7126,510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,858,0,3506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1083,0,0,0,0,0,0,0,0,0,0,930,0,0,0,0,0,0
3037950,1901099,2787823,1069,263338,788616,271954,2302390,367996,623696,0,823626,510986,394327,541552,667956,13458,4282771,1737370,1162,993464,711264,4713,474568,282237,0,689395,6458403,2254260,1167384,0,0,1261889,2144554,0,0,1741,0,4077,199610,0,0,788621,1695855,57308,0,0,843353,1811286,2726,1293763,0,9441,37156,0,0,399,2847,0,0,0,20735,3937646,1896593,144597,8906,1202320,0,1590889,0,191584
0,13005,0,0,0,4019,1617,0,0,0,0,0,0,0,0,4580,0,68729,5488,0,0,7400,0,3517,367,0,480,523,0,1820,0,0,99055,15228,0,310797,0,0,0,4848,0,0,0,608,0,245,0,0,0,0,0,0,409,0,0,1259744,0,0,0,1387,0,311,0,6169,15746,0,7449,0,0,27305,1083
0,269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,667,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1671546,2382457,2395138,1969,1832515,204153,1079680,126,6653797,1534,0,20269,293204,647748,560495,187316,64397,17233,1866557,2605452,1950863,2115772,3186334,9290106,105439,1965313,779909,2202712,0,790680,669043,6810269,101732,3759197,0,0,976,0,0,33916,0,0,0,0,0,18728,0,1681601,0,0,0,865,17795,56107,0,0,38,765,0,1206964,2841242,272413,572027,47908,54409,0,0,0,147616,0,0
1500,1900,5598,0,15002,0,2672,3277,0,13707,93,0,298371,15100,0,50261,0,0,19539,0,534,28586,0,7643,0,0,12128,2264,0,218827,9745,0,2445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11277,0,0,0,0,1943,64355,0,0,0,203171,0,1311,0,0,76498,0,122972,0,0,0,32053,0,578
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82572,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,1098,0,0,0,0,0,0,0,0,0,0,0,0,208,641,0,0,0,0,0,0,0,1743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26283,32224,0,0,0,0,0,0,0,0,0,0,0,0,0,8957,0,0,3299,137,0,4053,0,1186,6980,0,811,113,0,0,0,0,985,4458,0,6313,0,0,0,0,0,0,0,0,0,0,0,0,35603,0,25322,0,394,0,0,0,213,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,105009,0,0,96275,0,0,15179,0,2723,0,0,0,45141,26871,4266,0,0,58229,40251,122408,0,82764,58229,0,17034,37340,96825,0,3933,26235,331560,5876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3871,0,0,25724,0,0,3719,0,0,0,0,0,17699,15759,0,2795,0,0,0,0,0,0,0,0
1584892,1985416,73780,3026,102134,8477,309890,1240,82355,390,0,7811,2616,54151,83224,96117,8957,4923,78232,43006,412364,45577,200050,140398,10718,313950,20389,125016,245471,25767,16861,532456,579636,632780,0,2291,0,0,0,686747,0,0,0,3929,1770,0,0,0,0,0,0,0,27079,1731,0,31126,0,0,0,0,26398,15660,629,0,0,91371,81493,0,10941,1613,105190
171453,635367,672637,836,169249,58614,325366,2013552,42808,362882,0,97848,18971,113610,132058,68636,9125,680,54699,63022,118594,16458,140679,156658,75060,221635,28674,239945,699926,15541,16948,544070,114143,77768,0,5274,0,0,0,370271,0,0,8197,8597,2768,0,0,0,0,0,0,0,0,0,102,251642,0,5758,38938,0,29057,2136,5381,25037,8453,14190,56712,0,6791,40012,67679
4415,42676,89767,1051,57392,13597,1831174,18852,59162,70929,0,401742,32956,60335,207493,48562,0,3472,13244,47091,57392,4415,183948,116255,16978,39733,6043,1472,122141,1472,2943,126556,29432,61806,0,15946,0,0,31557,12721,0,0,184,9000,11756,0,28442,3413,2616,0,36105,5002,3713,15131,0,18095,0,40385,12358,0,1736,5100,10959,4956,71437,1004,6454,0,1664,37642,0
0,0,0,0,0,0,341964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4175129,7902164,2238171,8232,731415,489863,1463450,2192092,2039925,232679,994,3580320,344372,2982720,3686982,2270357,22390,1770,811644,1242229,4199136,331361,2094492,3428560,94872,5776596,115946,3584979,8282464,288251,61331,4959382,2142026,2616305,0,62645,1125,0,13935,5226238,0,0,30139,33150,10764,340,85993,353,1387,0,7532,123643,485461,32415,1704,342468,158,180678,2354447,21938,477993,589842,197232,664279,143238,1912252,4672840,0,85841,124332,1257446
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,2448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,260,0,0,0,0,1851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
